Order ID,Order Date,Customer Name,City,State,Sales Rep,Region,Box Type,Unit Price,Quantity,Extended Price,Payment Terms,Order Status
100167,12/21/2025,Ironwood Distribution Inc,Indianapolis,IN,Priya Natarajan,Southeast,Small Box,$6.00,"1,675","$10,050.00",Net 30,Shipped
100168,05/21/2026,Frontier Consumer Supply,Albuquerque,NM,Marcus Doyle,West,Large Box,$12.00,"1,375","$16,500.00",Net 30,Delivered
100169,01/06/2026,National Fulfillment Partners,Memphis,TN,David Kim,West,Small Box,$6.00,"1,075","$6,450.00",Net 60,Shipped
100170,05/13/2026,Continental Freight Solutions,Dallas,TX,Marcus Doyle,Midwest,Medium Box,$8.00,"1,675","$13,400.00",Net 30,Invoiced
100171,01/29/2026,Great Lakes Packaging Co,Cleveland,OH,Nicole Fenwick,Northeast,Medium Box,$8.00,"1,450","$11,600.00",Net 30,Invoiced
100172,04/30/2026,Prairie State Logistics,Kansas City,MO,Angela Brooks,Northeast,Large Box,$12.00,"1,400","$16,800.00",Due on Receipt,Shipped
100173,10/13/2025,Horizon Consumer Goods,Phoenix,AZ,Tom Sullivan,Southeast,Medium Box,$8.00,"1,300","$10,400.00",Net 30,Shipped
100174,02/06/2026,Midwest Supply Chain Inc,Chicago,IL,Rachel Ortiz,West,Small Box,$6.00,"1,225","$7,350.00",Net 45,Invoiced
100175,12/29/2025,Pinnacle Distribution Corp,Atlanta,GA,Karen Whitfield,Southwest,Large Box,$12.00,"1,475","$17,700.00",Due on Receipt,Pending
100176,04/21/2026,Lakeshore Packaging Solutions,Milwaukee,WI,Rachel Ortiz,Southwest,Medium Box,$8.00,"1,125","$9,000.00",Net 30,Processing
100177,09/26/2025,Metro Fulfillment Services,Newark,NJ,Brian Castillo,Southwest,Small Box,$6.00,"1,950","$11,700.00",Net 30,Delivered
100178,08/24/2025,Summit Manufacturing LLC,Pittsburgh,PA,Brian Castillo,Southwest,Small Box,$6.00,"1,075","$6,450.00",Net 30,Delivered
100179,12/21/2025,Summit Manufacturing LLC,Pittsburgh,PA,Priya Natarajan,Northeast,Small Box,$6.00,"1,650","$9,900.00",Net 30,Delivered
100180,12/26/2025,Ironwood Distribution Inc,Indianapolis,IN,Priya Natarajan,Southeast,Large Box,$12.00,"1,150","$13,800.00",Net 30,Shipped
100181,09/17/2025,Granite State Packaging,Manchester,NH,Marcus Doyle,Southeast,Small Box,$6.00,"1,500","$9,000.00",Net 30,Invoiced
100182,04/23/2026,Lakeshore Packaging Solutions,Milwaukee,WI,Brian Castillo,West,Medium Box,$8.00,"1,875","$15,000.00",Due on Receipt,Delivered
100183,02/11/2026,Pinnacle Distribution Corp,Atlanta,GA,James Peterson,Midwest,Medium Box,$8.00,"1,600","$12,800.00",Net 30,Delivered
100184,12/06/2025,Lakeshore Packaging Solutions,Milwaukee,WI,Karen Whitfield,Northeast,Medium Box,$8.00,"1,850","$14,800.00",Net 30,Invoiced
100185,08/16/2025,Heartland Shipping Co,Des Moines,IA,Nicole Fenwick,Southwest,Medium Box,$8.00,"1,600","$12,800.00",Net 45,Invoiced
100186,07/22/2025,Lakeshore Packaging Solutions,Milwaukee,WI,Brian Castillo,Southeast,Medium Box,$8.00,"1,625","$13,000.00",Net 30,Shipped
100187,08/01/2025,Lakeshore Packaging Solutions,Milwaukee,WI,David Kim,Northeast,Small Box,$6.00,"1,650","$9,900.00",Net 30,Delivered
100188,02/10/2026,Frontier Consumer Supply,Albuquerque,NM,Nicole Fenwick,West,Small Box,$6.00,"1,150","$6,900.00",Net 30,Processing
100189,01/15/2026,Redwood Retail Group,Sacramento,CA,David Kim,West,Large Box,$12.00,"1,800","$21,600.00",Net 45,Delivered
100190,12/16/2025,Union Pacific Warehousing,Omaha,NE,Rachel Ortiz,Midwest,Medium Box,$8.00,"1,750","$14,000.00",Net 60,Processing
100191,05/05/2026,Blue Ridge Logistics,Charlotte,NC,David Kim,Northeast,Small Box,$6.00,"1,675","$10,050.00",Net 30,Delivered
100192,06/01/2026,Timberline Wholesale Inc,Boise,ID,Rachel Ortiz,Southeast,Small Box,$6.00,"1,725","$10,350.00",Due on Receipt,Delivered
100193,01/09/2026,Crescent Manufacturing Group,New Orleans,LA,David Kim,Southeast,Small Box,$6.00,"1,725","$10,350.00",Net 60,Invoiced
100194,06/16/2026,Highland Retail Partners,Salt Lake City,UT,Marcus Doyle,Southwest,Small Box,$6.00,"1,375","$8,250.00",Net 30,Delivered
100195,10/18/2025,Cascade Industrial Supply,Portland,OR,James Peterson,Southeast,Large Box,$12.00,"1,150","$13,800.00",Net 30,Delivered
100196,08/21/2025,Atlantic Coast Distributors,Norfolk,VA,Nicole Fenwick,West,Large Box,$12.00,"1,675","$20,100.00",Net 30,Invoiced
100197,09/06/2025,Heartland Shipping Co,Des Moines,IA,Priya Natarajan,Southeast,Large Box,$12.00,"1,850","$22,200.00",Net 45,Invoiced
100198,09/23/2025,Timberline Wholesale Inc,Boise,ID,Karen Whitfield,Southwest,Medium Box,$8.00,"1,700","$13,600.00",Net 45,Processing
100199,05/09/2026,Horizon Consumer Goods,Phoenix,AZ,James Peterson,Southeast,Small Box,$6.00,"1,250","$7,500.00",Net 30,Invoiced
100200,02/26/2026,Highland Retail Partners,Salt Lake City,UT,Tom Sullivan,Midwest,Small Box,$6.00,"1,975","$11,850.00",Net 45,Delivered
100201,11/22/2025,Sunbelt Distribution LLC,Tampa,FL,Nicole Fenwick,West,Medium Box,$8.00,"2,000","$16,000.00",Net 30,Shipped
100202,05/06/2026,Coastal Retail Holdings,Charleston,SC,Angela Brooks,Northeast,Small Box,$6.00,"1,500","$9,000.00",Net 60,Invoiced
100203,08/22/2025,Timberline Wholesale Inc,Boise,ID,Nicole Fenwick,Northeast,Medium Box,$8.00,"1,075","$8,600.00",Net 60,Delivered
100204,03/20/2026,Coastal Retail Holdings,Charleston,SC,Rachel Ortiz,Northeast,Large Box,$12.00,"1,825","$21,900.00",Net 30,Delivered
100205,07/14/2025,Redwood Retail Group,Sacramento,CA,Rachel Ortiz,West,Medium Box,$8.00,"1,250","$10,000.00",Net 30,Shipped
100206,10/23/2025,Meridian Logistics Group,Columbus,OH,Marcus Doyle,Midwest,Large Box,$12.00,"1,150","$13,800.00",Net 30,Processing
100207,02/27/2026,Timberline Wholesale Inc,Boise,ID,Priya Natarajan,Southwest,Medium Box,$8.00,"1,625","$13,000.00",Net 30,Shipped
100208,11/09/2025,Summit Manufacturing LLC,Pittsburgh,PA,Priya Natarajan,West,Small Box,$6.00,"1,625","$9,750.00",Net 45,Shipped
100209,11/25/2025,Summit Manufacturing LLC,Pittsburgh,PA,Marcus Doyle,Northeast,Large Box,$12.00,"1,425","$17,100.00",Net 45,Invoiced
100210,08/02/2025,Coastal Retail Holdings,Charleston,SC,James Peterson,West,Small Box,$6.00,"1,025","$6,150.00",Net 45,Invoiced
100211,09/12/2025,Horizon Consumer Goods,Phoenix,AZ,Karen Whitfield,West,Medium Box,$8.00,"1,250","$10,000.00",Net 45,Shipped
100212,06/08/2026,Union Pacific Warehousing,Omaha,NE,David Kim,Northeast,Small Box,$6.00,"1,550","$9,300.00",Net 45,Processing
100213,04/10/2026,Meridian Logistics Group,Columbus,OH,James Peterson,Northeast,Small Box,$6.00,"1,400","$8,400.00",Due on Receipt,Delivered
100214,07/09/2025,Ironwood Distribution Inc,Indianapolis,IN,Marcus Doyle,Midwest,Large Box,$12.00,"1,750","$21,000.00",Net 45,Shipped
100215,04/24/2026,Granite State Packaging,Manchester,NH,David Kim,Southeast,Large Box,$12.00,"1,350","$16,200.00",Net 45,Invoiced
100216,09/28/2025,Metro Fulfillment Services,Newark,NJ,James Peterson,Southwest,Small Box,$6.00,"1,175","$7,050.00",Net 60,Shipped
100217,02/20/2026,Meridian Logistics Group,Columbus,OH,Tom Sullivan,Northeast,Large Box,$12.00,"1,900","$22,800.00",Net 30,Processing
100218,03/21/2026,Redwood Retail Group,Sacramento,CA,Nicole Fenwick,Southwest,Medium Box,$8.00,"1,025","$8,200.00",Net 60,Shipped
100219,12/30/2025,Cornerstone Supply Co,Richmond,VA,Karen Whitfield,Midwest,Medium Box,$8.00,"1,125","$9,000.00",Net 60,Delivered
100220,01/21/2026,Granite State Packaging,Manchester,NH,Rachel Ortiz,Midwest,Large Box,$12.00,"1,500","$18,000.00",Net 45,Delivered
100221,03/23/2026,Great Lakes Packaging Co,Cleveland,OH,Marcus Doyle,Southwest,Large Box,$12.00,"1,450","$17,400.00",Net 45,Invoiced
100222,04/06/2026,Horizon Consumer Goods,Phoenix,AZ,Marcus Doyle,Northeast,Medium Box,$8.00,"1,675","$13,400.00",Net 30,Delivered
100223,02/04/2026,Midwest Supply Chain Inc,Chicago,IL,James Peterson,Midwest,Medium Box,$8.00,"1,050","$8,400.00",Net 45,Processing
100224,05/11/2026,Frontier Consumer Supply,Albuquerque,NM,Angela Brooks,Northeast,Large Box,$12.00,"1,675","$20,100.00",Net 45,Delivered
100225,06/13/2026,Midwest Supply Chain Inc,Chicago,IL,Karen Whitfield,Southeast,Small Box,$6.00,"1,700","$10,200.00",Net 60,Shipped
100226,08/04/2025,Summit Manufacturing LLC,Pittsburgh,PA,David Kim,Midwest,Medium Box,$8.00,"1,975","$15,800.00",Net 45,Invoiced
100227,06/13/2026,Lakeshore Packaging Solutions,Milwaukee,WI,David Kim,Midwest,Medium Box,$8.00,"1,775","$14,200.00",Net 30,Shipped
100228,01/04/2026,Redwood Retail Group,Sacramento,CA,Angela Brooks,Southeast,Large Box,$12.00,"1,025","$12,300.00",Net 45,Delivered
100229,01/15/2026,Highland Retail Partners,Salt Lake City,UT,Marcus Doyle,Midwest,Medium Box,$8.00,"1,725","$13,800.00",Net 30,Processing
100230,11/24/2025,Timberline Wholesale Inc,Boise,ID,James Peterson,Southeast,Large Box,$12.00,"1,150","$13,800.00",Net 60,Delivered
100231,02/13/2026,Frontier Consumer Supply,Albuquerque,NM,David Kim,Midwest,Small Box,$6.00,"1,075","$6,450.00",Net 45,Delivered
100232,12/01/2025,Cornerstone Supply Co,Richmond,VA,Priya Natarajan,Midwest,Small Box,$6.00,"1,225","$7,350.00",Net 30,Delivered
100233,09/10/2025,Summit Manufacturing LLC,Pittsburgh,PA,James Peterson,Northeast,Medium Box,$8.00,"1,575","$12,600.00",Net 45,Delivered
100234,04/09/2026,Coastal Retail Holdings,Charleston,SC,Marcus Doyle,Northeast,Medium Box,$8.00,"1,400","$11,200.00",Due on Receipt,Invoiced
100235,03/27/2026,Redwood Retail Group,Sacramento,CA,Rachel Ortiz,West,Large Box,$12.00,"1,125","$13,500.00",Due on Receipt,Invoiced
100236,02/16/2026,Prairie State Logistics,Kansas City,MO,Nicole Fenwick,Midwest,Large Box,$12.00,"1,900","$22,800.00",Net 60,Invoiced
100237,04/27/2026,Midwest Supply Chain Inc,Chicago,IL,Priya Natarajan,Southwest,Small Box,$6.00,"1,925","$11,550.00",Net 60,Invoiced
100238,03/23/2026,Coastal Retail Holdings,Charleston,SC,Priya Natarajan,Southeast,Medium Box,$8.00,"1,950","$15,600.00",Net 45,Delivered
100239,03/23/2026,Riverside Packaging Corp,Cincinnati,OH,Marcus Doyle,Midwest,Large Box,$12.00,"1,650","$19,800.00",Due on Receipt,Delivered
100240,05/17/2026,Horizon Consumer Goods,Phoenix,AZ,Nicole Fenwick,Northeast,Small Box,$6.00,"1,650","$9,900.00",Net 30,Processing
100241,09/17/2025,Midwest Supply Chain Inc,Chicago,IL,Brian Castillo,West,Medium Box,$8.00,"1,850","$14,800.00",Due on Receipt,Shipped
100242,07/15/2025,Pinnacle Distribution Corp,Atlanta,GA,Brian Castillo,Midwest,Small Box,$6.00,"1,225","$7,350.00",Net 60,Delivered
100243,05/24/2026,Meridian Logistics Group,Columbus,OH,Nicole Fenwick,Midwest,Small Box,$6.00,"1,975","$11,850.00",Net 30,Delivered
100244,06/16/2026,Redwood Retail Group,Sacramento,CA,James Peterson,Northeast,Small Box,$6.00,"1,050","$6,300.00",Net 30,Delivered
100245,02/23/2026,Summit Manufacturing LLC,Pittsburgh,PA,Brian Castillo,Southeast,Medium Box,$8.00,"1,875","$15,000.00",Net 45,Invoiced
100246,12/24/2025,Frontier Consumer Supply,Albuquerque,NM,Priya Natarajan,Midwest,Small Box,$6.00,"1,575","$9,450.00",Net 30,Delivered
100247,09/01/2025,Great Lakes Packaging Co,Cleveland,OH,Tom Sullivan,Southeast,Large Box,$12.00,"1,050","$12,600.00",Net 30,Delivered
100248,05/12/2026,Redwood Retail Group,Sacramento,CA,Priya Natarajan,Midwest,Small Box,$6.00,"1,750","$10,500.00",Net 30,Invoiced
100249,03/13/2026,Frontier Consumer Supply,Albuquerque,NM,James Peterson,Southwest,Medium Box,$8.00,"1,500","$12,000.00",Net 30,Processing
100250,03/16/2026,Lakeshore Packaging Solutions,Milwaukee,WI,Tom Sullivan,Southeast,Small Box,$6.00,"1,350","$8,100.00",Net 30,Delivered
100251,05/02/2026,Blue Ridge Logistics,Charlotte,NC,James Peterson,Midwest,Small Box,$6.00,"1,000","$6,000.00",Net 60,Delivered
100252,11/13/2025,Timberline Wholesale Inc,Boise,ID,Rachel Ortiz,Midwest,Large Box,$12.00,"1,400","$16,800.00",Net 30,Invoiced
100253,01/02/2026,Silverline Consumer Brands,Denver,CO,Marcus Doyle,Southwest,Small Box,$6.00,"1,450","$8,700.00",Net 60,Delivered
100254,05/16/2026,Crescent Manufacturing Group,New Orleans,LA,Marcus Doyle,Southeast,Large Box,$12.00,"1,400","$16,800.00",Net 30,Processing
100255,04/12/2026,Highland Retail Partners,Salt Lake City,UT,Priya Natarajan,Southeast,Small Box,$6.00,"1,525","$9,150.00",Net 30,Shipped
100256,07/20/2025,Coastal Retail Holdings,Charleston,SC,David Kim,Southwest,Small Box,$6.00,"1,475","$8,850.00",Net 30,Pending
100257,09/10/2025,Cascade Industrial Supply,Portland,OR,Brian Castillo,Midwest,Large Box,$12.00,"1,400","$16,800.00",Due on Receipt,Invoiced
100258,12/01/2025,Heartland Shipping Co,Des Moines,IA,Nicole Fenwick,West,Small Box,$6.00,"1,500","$9,000.00",Net 45,Delivered
100259,07/09/2025,Ironwood Distribution Inc,Indianapolis,IN,Marcus Doyle,Southwest,Small Box,$6.00,"1,325","$7,950.00",Net 60,Invoiced
100260,06/18/2026,Vanguard Retail Supply,Minneapolis,MN,Brian Castillo,Southwest,Medium Box,$8.00,"2,000","$16,000.00",Net 45,Processing
100261,04/23/2026,Heartland Shipping Co,Des Moines,IA,Karen Whitfield,West,Medium Box,$8.00,"1,175","$9,400.00",Net 45,Invoiced
100262,01/11/2026,Coastal Retail Holdings,Charleston,SC,Tom Sullivan,Northeast,Small Box,$6.00,"1,975","$11,850.00",Net 45,Shipped
100263,02/11/2026,National Fulfillment Partners,Memphis,TN,Priya Natarajan,Southwest,Small Box,$6.00,"1,200","$7,200.00",Net 30,Invoiced
100264,02/27/2026,Blue Ridge Logistics,Charlotte,NC,Karen Whitfield,Southeast,Small Box,$6.00,"1,200","$7,200.00",Net 45,Processing
100265,03/02/2026,Atlantic Coast Distributors,Norfolk,VA,David Kim,Southeast,Medium Box,$8.00,"1,925","$15,400.00",Net 45,Delivered
100266,06/12/2026,Sunbelt Distribution LLC,Tampa,FL,Angela Brooks,West,Medium Box,$8.00,"1,200","$9,600.00",Due on Receipt,Delivered
100267,11/30/2025,Summit Manufacturing LLC,Pittsburgh,PA,Angela Brooks,Midwest,Small Box,$6.00,"1,200","$7,200.00",Net 45,Delivered
100268,03/03/2026,Ironwood Distribution Inc,Indianapolis,IN,Angela Brooks,Midwest,Large Box,$12.00,"1,575","$18,900.00",Net 45,Delivered
100269,01/19/2026,Metro Fulfillment Services,Newark,NJ,Priya Natarajan,Midwest,Large Box,$12.00,"1,300","$15,600.00",Due on Receipt,Shipped
100270,02/12/2026,Crescent Manufacturing Group,New Orleans,LA,James Peterson,Southeast,Large Box,$12.00,"1,850","$22,200.00",Net 45,Processing
100271,06/22/2026,Great Lakes Packaging Co,Cleveland,OH,Marcus Doyle,West,Small Box,$6.00,"1,600","$9,600.00",Net 30,Shipped
100272,03/29/2026,Summit Manufacturing LLC,Pittsburgh,PA,Tom Sullivan,Northeast,Large Box,$12.00,"1,425","$17,100.00",Net 30,Delivered
100273,06/14/2026,Sunbelt Distribution LLC,Tampa,FL,Karen Whitfield,West,Large Box,$12.00,"1,425","$17,100.00",Net 45,Pending
100274,03/01/2026,Prairie State Logistics,Kansas City,MO,Tom Sullivan,Midwest,Medium Box,$8.00,"1,300","$10,400.00",Net 45,Processing
100275,08/15/2025,Crescent Manufacturing Group,New Orleans,LA,Tom Sullivan,West,Small Box,$6.00,"1,750","$10,500.00",Net 60,Shipped
100276,09/28/2025,Redwood Retail Group,Sacramento,CA,Priya Natarajan,Northeast,Medium Box,$8.00,"1,800","$14,400.00",Net 30,Processing
100277,11/26/2025,Blue Ridge Logistics,Charlotte,NC,Karen Whitfield,Midwest,Small Box,$6.00,"1,625","$9,750.00",Net 30,Processing
100278,11/23/2025,Lakeshore Packaging Solutions,Milwaukee,WI,Nicole Fenwick,West,Medium Box,$8.00,"1,900","$15,200.00",Due on Receipt,Pending
100279,02/25/2026,Great Lakes Packaging Co,Cleveland,OH,Marcus Doyle,Midwest,Large Box,$12.00,"1,750","$21,000.00",Net 30,Delivered
100280,10/04/2025,Meridian Logistics Group,Columbus,OH,David Kim,Midwest,Small Box,$6.00,"1,700","$10,200.00",Net 60,Shipped
100281,05/24/2026,Riverside Packaging Corp,Cincinnati,OH,Rachel Ortiz,West,Medium Box,$8.00,"1,100","$8,800.00",Net 30,Shipped
100282,09/10/2025,Prairie State Logistics,Kansas City,MO,Tom Sullivan,Northeast,Medium Box,$8.00,"1,400","$11,200.00",Net 30,Invoiced
100283,12/16/2025,Horizon Consumer Goods,Phoenix,AZ,Brian Castillo,Northeast,Medium Box,$8.00,"1,675","$13,400.00",Net 30,Delivered
100284,06/07/2026,Coastal Retail Holdings,Charleston,SC,Angela Brooks,Southeast,Medium Box,$8.00,"1,700","$13,600.00",Net 45,Pending
100285,06/26/2026,Sunbelt Distribution LLC,Tampa,FL,Marcus Doyle,Midwest,Medium Box,$8.00,"1,625","$13,000.00",Net 30,Processing
100286,03/02/2026,Coastal Retail Holdings,Charleston,SC,Brian Castillo,Midwest,Medium Box,$8.00,"1,725","$13,800.00",Net 45,Delivered
100287,04/02/2026,Metro Fulfillment Services,Newark,NJ,Tom Sullivan,Southeast,Small Box,$6.00,"1,775","$10,650.00",Net 45,Invoiced
100288,03/27/2026,Lakeshore Packaging Solutions,Milwaukee,WI,David Kim,Northeast,Small Box,$6.00,"1,125","$6,750.00",Net 30,Delivered
100289,03/16/2026,Summit Manufacturing LLC,Pittsburgh,PA,Nicole Fenwick,Southeast,Large Box,$12.00,"1,325","$15,900.00",Net 60,Delivered
100290,06/14/2026,Summit Manufacturing LLC,Pittsburgh,PA,Brian Castillo,Southwest,Large Box,$12.00,"1,925","$23,100.00",Net 45,Invoiced
100291,02/18/2026,Coastal Retail Holdings,Charleston,SC,Rachel Ortiz,Southwest,Small Box,$6.00,"1,050","$6,300.00",Net 45,Invoiced
100292,12/05/2025,Timberline Wholesale Inc,Boise,ID,Rachel Ortiz,Midwest,Large Box,$12.00,"1,775","$21,300.00",Net 30,Shipped
100293,02/02/2026,Cascade Industrial Supply,Portland,OR,Marcus Doyle,West,Large Box,$12.00,"1,950","$23,400.00",Net 60,Processing
100294,02/27/2026,Meridian Logistics Group,Columbus,OH,Rachel Ortiz,Southeast,Large Box,$12.00,"1,775","$21,300.00",Net 45,Invoiced
100295,02/01/2026,Ironwood Distribution Inc,Indianapolis,IN,Rachel Ortiz,Southwest,Medium Box,$8.00,"1,375","$11,000.00",Net 30,Processing
100296,04/03/2026,Coastal Retail Holdings,Charleston,SC,David Kim,Northeast,Large Box,$12.00,"1,550","$18,600.00",Net 30,Shipped
100297,10/23/2025,Metro Fulfillment Services,Newark,NJ,Karen Whitfield,Midwest,Medium Box,$8.00,"1,700","$13,600.00",Net 45,Delivered
100298,01/11/2026,Metro Fulfillment Services,Newark,NJ,Tom Sullivan,Southwest,Medium Box,$8.00,"1,150","$9,200.00",Net 30,Processing
100299,08/27/2025,Meridian Logistics Group,Columbus,OH,Rachel Ortiz,West,Large Box,$12.00,"1,250","$15,000.00",Net 30,Shipped
100300,07/18/2025,Lakeshore Packaging Solutions,Milwaukee,WI,Karen Whitfield,Southeast,Small Box,$6.00,"1,050","$6,300.00",Net 30,Delivered
100301,10/20/2025,Granite State Packaging,Manchester,NH,Karen Whitfield,Southeast,Small Box,$6.00,"1,300","$7,800.00",Net 30,Processing
100302,04/21/2026,National Fulfillment Partners,Memphis,TN,Brian Castillo,Midwest,Large Box,$12.00,"1,300","$15,600.00",Net 60,Processing
100303,03/24/2026,Summit Manufacturing LLC,Pittsburgh,PA,Angela Brooks,Midwest,Large Box,$12.00,"1,575","$18,900.00",Due on Receipt,Pending
100304,09/28/2025,Vanguard Retail Supply,Minneapolis,MN,Rachel Ortiz,West,Medium Box,$8.00,"1,050","$8,400.00",Due on Receipt,Processing
100305,06/09/2026,Ironwood Distribution Inc,Indianapolis,IN,Nicole Fenwick,Midwest,Small Box,$6.00,"1,425","$8,550.00",Net 30,Delivered
100306,10/03/2025,Granite State Packaging,Manchester,NH,James Peterson,Southeast,Large Box,$12.00,"1,300","$15,600.00",Net 60,Shipped
100307,02/23/2026,Highland Retail Partners,Salt Lake City,UT,Nicole Fenwick,Southwest,Medium Box,$8.00,"1,575","$12,600.00",Net 45,Delivered
100308,11/08/2025,Summit Manufacturing LLC,Pittsburgh,PA,Marcus Doyle,Southwest,Medium Box,$8.00,"1,100","$8,800.00",Net 45,Invoiced
100309,07/27/2025,Great Lakes Packaging Co,Cleveland,OH,Brian Castillo,West,Large Box,$12.00,"1,900","$22,800.00",Net 30,Invoiced
100310,04/27/2026,Timberline Wholesale Inc,Boise,ID,Nicole Fenwick,Southeast,Medium Box,$8.00,"1,225","$9,800.00",Net 60,Delivered
100311,07/08/2025,Summit Manufacturing LLC,Pittsburgh,PA,Tom Sullivan,Northeast,Small Box,$6.00,"1,775","$10,650.00",Net 30,Delivered
100312,05/06/2026,Timberline Wholesale Inc,Boise,ID,Rachel Ortiz,Southeast,Small Box,$6.00,"1,325","$7,950.00",Net 60,Delivered
100313,03/31/2026,Crescent Manufacturing Group,New Orleans,LA,Angela Brooks,Midwest,Medium Box,$8.00,"1,525","$12,200.00",Net 60,Delivered
100314,02/26/2026,Sunbelt Distribution LLC,Tampa,FL,David Kim,Southeast,Medium Box,$8.00,"1,325","$10,600.00",Net 30,Invoiced
100315,10/22/2025,Granite State Packaging,Manchester,NH,Karen Whitfield,Midwest,Small Box,$6.00,"1,950","$11,700.00",Net 45,Invoiced
100316,11/29/2025,Coastal Retail Holdings,Charleston,SC,David Kim,Southeast,Medium Box,$8.00,"1,575","$12,600.00",Net 60,Delivered
100317,06/01/2026,Highland Retail Partners,Salt Lake City,UT,David Kim,Midwest,Medium Box,$8.00,"2,000","$16,000.00",Net 45,Invoiced
100318,02/21/2026,Midwest Supply Chain Inc,Chicago,IL,David Kim,Southeast,Large Box,$12.00,"1,725","$20,700.00",Net 45,Shipped
100319,04/04/2026,Frontier Consumer Supply,Albuquerque,NM,Karen Whitfield,West,Large Box,$12.00,"1,850","$22,200.00",Net 60,Processing
100320,06/08/2026,Continental Freight Solutions,Dallas,TX,Karen Whitfield,Southwest,Large Box,$12.00,"1,850","$22,200.00",Net 45,Shipped
100321,09/16/2025,Meridian Logistics Group,Columbus,OH,Nicole Fenwick,Southwest,Medium Box,$8.00,"1,050","$8,400.00",Net 45,Invoiced
100322,05/12/2026,Highland Retail Partners,Salt Lake City,UT,James Peterson,Northeast,Large Box,$12.00,"1,550","$18,600.00",Net 45,Shipped
100323,03/29/2026,Timberline Wholesale Inc,Boise,ID,Nicole Fenwick,Midwest,Large Box,$12.00,"1,525","$18,300.00",Net 60,Invoiced
100324,09/30/2025,Coastal Retail Holdings,Charleston,SC,Marcus Doyle,West,Large Box,$12.00,"1,250","$15,000.00",Net 30,Delivered
100325,12/29/2025,Great Lakes Packaging Co,Cleveland,OH,Rachel Ortiz,Northeast,Medium Box,$8.00,"1,975","$15,800.00",Net 30,Invoiced
100326,06/22/2026,Summit Manufacturing LLC,Pittsburgh,PA,Marcus Doyle,Northeast,Large Box,$12.00,"1,425","$17,100.00",Net 30,Invoiced
100327,07/29/2025,Crescent Manufacturing Group,New Orleans,LA,Priya Natarajan,Northeast,Medium Box,$8.00,"1,875","$15,000.00",Net 30,Invoiced
100328,04/16/2026,Frontier Consumer Supply,Albuquerque,NM,Marcus Doyle,West,Large Box,$12.00,"1,225","$14,700.00",Net 30,Pending
100329,04/17/2026,Prairie State Logistics,Kansas City,MO,Karen Whitfield,Northeast,Small Box,$6.00,"1,950","$11,700.00",Net 30,Delivered
100330,06/02/2026,Meridian Logistics Group,Columbus,OH,David Kim,Northeast,Large Box,$12.00,"1,600","$19,200.00",Net 30,Invoiced
100331,01/20/2026,Highland Retail Partners,Salt Lake City,UT,Angela Brooks,Southeast,Small Box,$6.00,"1,250","$7,500.00",Net 45,Invoiced
100332,06/12/2026,Riverside Packaging Corp,Cincinnati,OH,David Kim,Southwest,Small Box,$6.00,"1,150","$6,900.00",Net 60,Invoiced
100333,08/10/2025,Prairie State Logistics,Kansas City,MO,David Kim,Northeast,Large Box,$12.00,"1,450","$17,400.00",Net 30,Shipped
